,Country,Year,Group,Variable,Value,eta2_all,eta2_loo,delta_eta2,delta_eta2_pos,share_pos_pct
1141,Mongolia,2023,Group B: Transitional / Mixed,Exports (% of GDP),76.25711713,0.0006617500640739349,0.003706787138208168,-0.003045037074134233,0.0,0.0
1142,Mongolia,2023,Group B: Transitional / Mixed,GDP Growth (%),7.422112762,0.0005158133182952325,0.0011202878140589023,-0.0006044744957636698,0.0,0.0
1143,Mongolia,2023,Group B: Transitional / Mixed,GDP per Capita,8780754.277,0.8681725948405205,0.8685914956417299,-0.00041890080120943196,0.0,0.0
1144,Mongolia,2023,Group B: Transitional / Mixed,Imports (% of GDP),66.60712947,0.05697747467044031,0.06617047202046403,-0.00919299735002372,0.0,0.0
1145,Mongolia,2023,Group B: Transitional / Mixed,Inflation (%),10.34758313,0.09115257709990993,0.11532840653252238,-0.024175829432612456,0.0,0.0
1146,Mongolia,2023,Group B: Transitional / Mixed,Population Growth (%),1.370888669,0.053597451207192746,0.07347244311438393,-0.019874991907191185,0.0,0.0
1147,Mongolia,2023,Group B: Transitional / Mixed,Unemployment (%),5.178,0.12775659178727664,0.09718184194884318,0.03057474983843346,0.03057474983843346,100.0
1148,Mongolia,2024,Group C: Emerging / High-growth,Exports (% of GDP),69.13826544,0.0063045081897715165,0.013324608145288136,-0.007020099955516619,0.0,0.0
1149,Mongolia,2024,Group C: Emerging / High-growth,GDP Growth (%),4.864001434,0.033413466620142565,0.026214225623740497,0.007199240996402068,0.007199240996402068,50.11256998491452
1150,Mongolia,2024,Group C: Emerging / High-growth,GDP per Capita,9093841.105,0.5066241484038584,0.5587611787739389,-0.05213703037008055,0.0,0.0
1151,Mongolia,2024,Group C: Emerging / High-growth,Imports (% of GDP),69.75319765,0.03622949541957388,0.04871208035561808,-0.012482584936044198,0.0,0.0
1152,Mongolia,2024,Group C: Emerging / High-growth,Inflation (%),6.802848993,0.3451944096894889,0.3436345477235838,0.0015598619659050739,0.0015598619659050739,10.857907378332019
1153,Mongolia,2024,Group C: Emerging / High-growth,Population Growth (%),1.245902995,0.010593367028464496,0.004986331916892631,0.005607035111571864,0.005607035111571864,39.02952263675346
1154,Myanmar,2015,Group C: Emerging / High-growth,GDP Growth (%),6.99284029,0.014316810857366415,0.017183681006453268,-0.0028668701490868528,0.0,0.0
1155,Myanmar,2015,Group C: Emerging / High-growth,GDP per Capita,1423193.161,0.9719605441571625,0.9723439100183142,-0.0003833658611517299,0.0,0.0
1156,Myanmar,2015,Group C: Emerging / High-growth,Inflation (%),9.454171895,0.018597764686277284,0.06366196088827147,-0.045064196201994186,0.0,0.0
1157,Myanmar,2015,Group C: Emerging / High-growth,Population Growth (%),0.800670953,0.0012695021236637867,0.001163103809188882,0.00010639831447490462,0.00010639831447490462,100.0
1158,Myanmar,2015,Group C: Emerging / High-growth,Unemployment (%),0.766,0.03866396973267511,0.07115127933277096,-0.032487309600095854,0.0,0.0
1159,Myanmar,2016,Group C: Emerging / High-growth,GDP Growth (%),5.862472915,0.008235972094941237,0.008429604190895073,-0.00019363209595383603,0.0,0.0
1160,Myanmar,2016,Group C: Emerging / High-growth,GDP per Capita,1494730.266,0.8996454259405996,0.8998886288310308,-0.00024320289043122667,0.0,0.0
1161,Myanmar,2016,Group C: Emerging / High-growth,Inflation (%),6.928825258,0.023946634811297576,0.04059874729387456,-0.016652112482576985,0.0,0.0
1162,Myanmar,2016,Group C: Emerging / High-growth,Population Growth (%),0.792792539,0.005514645924592136,0.005486736459998244,2.7909464593891577e-05,2.7909464593891577e-05,100.0
1163,Myanmar,2017,Group C: Emerging / High-growth,GDP Growth (%),6.136108244,0.025400668380323285,0.02806583608655138,-0.0026651677062280964,0.0,
1164,Myanmar,2017,Group C: Emerging / High-growth,GDP per Capita,1574243.55,0.8962842189684221,0.8964631305428674,-0.00017891157444527295,0.0,
1165,Myanmar,2017,Group C: Emerging / High-growth,Inflation (%),4.572536553,0.011260738362668962,0.01923584478306788,-0.007975106420398918,0.0,
1166,Myanmar,2017,Group C: Emerging / High-growth,Population Growth (%),0.772302033,0.014914968122288215,0.015228533266502515,-0.00031356514421430025,0.0,
1167,Myanmar,2017,Group C: Emerging / High-growth,Unemployment (%),1.356,0.07405725007556335,0.09279816838535733,-0.018740918309793977,0.0,
1168,Myanmar,2018,Group C: Emerging / High-growth,GDP Growth (%),6.268862215,0.10167342287248653,0.111779120490324,-0.010105697617837472,0.0,
1169,Myanmar,2018,Group C: Emerging / High-growth,GDP per Capita,1660855.241,0.8929467115873737,0.8931315146802381,-0.000184803092864394,0.0,
1170,Myanmar,2018,Group C: Emerging / High-growth,Inflation (%),6.872328657,0.018527157213349008,0.03430400431928587,-0.01577684710593686,0.0,
1171,Myanmar,2018,Group C: Emerging / High-growth,Population Growth (%),0.724432843,0.01145318704161831,0.011585658699774907,-0.00013247165815659726,0.0,
1172,Myanmar,2018,Group C: Emerging / High-growth,Unemployment (%),0.767,0.017117446035631135,0.03207038012045826,-0.014952934084827122,0.0,
1173,Myanmar,2019,Group C: Emerging / High-growth,GDP Growth (%),6.579110068,0.010004804290932699,0.011689008901562842,-0.0016842046106301436,0.0,
1174,Myanmar,2019,Group C: Emerging / High-growth,GDP per Capita,1757734.501,0.8881072596650513,0.8883080671516003,-0.00020080748654893732,0.0,
1175,Myanmar,2019,Group C: Emerging / High-growth,Inflation (%),8.825066968,0.04789608975617628,0.13234265090337985,-0.08444656114720357,0.0,
1176,Myanmar,2019,Group C: Emerging / High-growth,Population Growth (%),0.702425163,0.013268131435377476,0.013560742617109009,-0.0002926111817315325,0.0,
1177,Myanmar,2019,Group C: Emerging / High-growth,Unemployment (%),0.407,0.03210577286848979,0.052531206065211694,-0.020425433196721902,0.0,
1178,Myanmar,2020,Group C: Emerging / High-growth,GDP Growth (%),-9.04834718,0.01929389973529624,0.01823508597744444,0.0010588137578518009,0.0010588137578518009,100.0
1179,Myanmar,2020,Group C: Emerging / High-growth,GDP per Capita,1587356.235,0.8831964678300396,0.8832956119847514,-9.914415471179439e-05,0.0,0.0
1180,Myanmar,2020,Group C: Emerging / High-growth,Population Growth (%),0.711376906,0.01264092795125929,0.013065138690730347,-0.0004242107394710568,0.0,0.0
1181,Myanmar,2020,Group C: Emerging / High-growth,Unemployment (%),1.476,0.062123375612350235,0.08349428121320351,-0.02137090560085328,0.0,0.0
1182,Myanmar,2021,Group C: Emerging / High-growth,GDP Growth (%),-12.01637248,0.0038247067747049323,0.0015454025388198097,0.0022793042358851224,0.0022793042358851224,98.22008297613813
1183,Myanmar,2021,Group C: Emerging / High-growth,GDP per Capita,1386919.176,0.8843165841218015,0.8842752792044253,4.1304917376194794e-05,4.1304917376194794e-05,1.779917023861862
1184,Myanmar,2021,Group C: Emerging / High-growth,Population Growth (%),0.696558039,0.028734158760180994,0.03047277775973053,-0.0017386189995495377,0.0,0.0
1185,Myanmar,2022,Group C: Emerging / High-growth,GDP Growth (%),4.037493436,0.02004309266253123,0.021158336578856178,-0.0011152439163249483,0.0,0.0
1186,Myanmar,2022,Group C: Emerging / High-growth,GDP per Capita,1432993.025,0.8731650746236863,0.8730923210882956,7.275353539071272e-05,7.275353539071272e-05,100.0
1187,Myanmar,2022,Group C: Emerging / High-growth,Population Growth (%),0.690074759,0.01024603125434257,0.01094316160070057,-0.0006971303463580002,0.0,0.0
1188,Myanmar,2023,Group C: Emerging / High-growth,GDP Growth (%),0.958446625,0.0005158133182952325,0.0007071410770838024,-0.00019132775878857,0.0,0.0
1189,Myanmar,2023,Group C: Emerging / High-growth,GDP per Capita,1436651.867,0.8681725948405205,0.8679981592856117,0.00017443555490870288,0.00017443555490870288,100.0
1190,Myanmar,2023,Group C: Emerging / High-growth,Population Growth (%),0.698879396,0.053597451207192746,0.05405385641486804,-0.00045640520767529363,0.0,0.0
1191,Myanmar,2024,Group B: Transitional / Mixed,GDP Growth (%),-0.972046414,0.033413466620142565,0.02484814494064439,0.008565321679498174,0.008565321679498174,86.36167057567678
1192,Myanmar,2024,Group B: Transitional / Mixed,GDP per Capita,1413125.12,0.5066241484038584,0.505271503440976,0.0013526449628823434,0.0013526449628823434,13.638329424323217
1193,Myanmar,2024,Group B: Transitional / Mixed,Population Growth (%),0.674364863,0.010593367028464496,0.010970371047704132,-0.00037700401923963615,0.0,0.0
1194,Nauru,2015,Group C: Emerging / High-growth,Exports (% of GDP),71.97577699,0.023709997275814215,0.02135579333034238,0.0023542039454718354,0.0023542039454718354,19.556367919245325
1195,Nauru,2015,Group C: Emerging / High-growth,GDP Growth (%),2.698017274,0.014316810857366415,0.01386079565621528,0.00045601520115113453,0.00045601520115113453,3.788117451605444
1196,Nauru,2015,Group C: Emerging / High-growth,GDP per Capita,10041.92996,0.9719605441571625,0.9718311620183185,0.00012938213884394756,0.00012938213884394756,1.0747771934873733
1197,Nauru,2015,Group C: Emerging / High-growth,Imports (% of GDP),129.1620108,0.07552340407723149,0.0664249625359674,0.009098441541264088,0.009098441541264088,75.58073743566186
1198,Nauru,2015,Group C: Emerging / High-growth,Population Growth (%),1.954339488,0.0012695021236637867,0.0024686592184105845,-0.0011991570947467978,0.0,0.0
1199,Nauru,2016,Group C: Emerging / High-growth,Exports (% of GDP),72.58594433,0.019730678329864648,0.017150100256187316,0.0025805780736773316,0.0025805780736773316,25.102909914683043
1200,Nauru,2016,Group C: Emerging / High-growth,GDP Growth (%),4.363240539,0.008235972094941237,0.008237231913035393,-1.2598180941566367e-06,0.0,0.0
1201,Nauru,2016,Group C: Emerging / High-growth,GDP per Capita,10295.85963,0.8996454259405996,0.8991605109891357,0.0004849149514638551,0.0004849149514638551,4.717073460030531
1202,Nauru,2016,Group C: Emerging / High-growth,Imports (% of GDP),98.02844028,0.07914966177530307,0.07193515904517958,0.007214502730123487,0.007214502730123487,70.18001662528643
1203,Nauru,2016,Group C: Emerging / High-growth,Population Growth (%),1.773481154,0.005514645924592136,0.007038470427026102,-0.001523824502433966,0.0,0.0
1204,Nauru,2017,Group C: Emerging / High-growth,Exports (% of GDP),60.27191807,0.001576676453478359,0.0012921650771638134,0.0002845113763145456,0.0002845113763145456,2.8916541954972086
1205,Nauru,2017,Group C: Emerging / High-growth,GDP Growth (%),-6.011229987,0.025400668380323285,0.019337276136408493,0.006063392243914792,0.006063392243914792,61.625773451242694
1206,Nauru,2017,Group C: Emerging / High-growth,GDP per Capita,9528.259701,0.8962842189684221,0.8958042387212927,0.0004799802471294745,0.0004799802471294745,4.878317743728036
1207,Nauru,2017,Group C: Emerging / High-growth,Imports (% of GDP),82.44089943,0.037317152360226695,0.03430598366184035,0.0030111686983863434,0.0030111686983863434,30.60425460953205
1208,Nauru,2017,Group C: Emerging / High-growth,Population Growth (%),1.548486934,0.014914968122288215,0.017916729741137262,-0.003001761618849047,0.0,0.0
1209,Nauru,2018,Group C: Emerging / High-growth,Exports (% of GDP),54.73579324,0.002716710698111923,0.002572652691386037,0.0001440580067258862,0.0001440580067258862,1.65962652545226
1210,Nauru,2018,Group C: Emerging / High-growth,GDP Growth (%),-1.219122015,0.10167342287248653,0.09694877520787218,0.004724647664614348,0.004724647664614348,54.430508694530246
1211,Nauru,2018,Group C: Emerging / High-growth,GDP per Capita,9286.625811,0.8929467115873737,0.8924517581760767,0.0004949534112970166,0.0004949534112970166,5.702132279357747
1212,Nauru,2018,Group C: Emerging / High-growth,Imports (% of GDP),85.96650302,0.03495181115513965,0.03163532416174155,0.0033164869933981003,0.0033164869933981003,38.207732500659745
1213,Nauru,2018,Group C: Emerging / High-growth,Population Growth (%),1.342066545,0.01145318704161831,0.013315503149946227,-0.001862316108327917,0.0,0.0
1214,Nauru,2019,Group C: Emerging / High-growth,Exports (% of GDP),60.53480406,0.0024674328860656634,0.002082934506590841,0.00038449837947482227,0.00038449837947482227,6.648461587805457
1215,Nauru,2019,Group C: Emerging / High-growth,GDP Growth (%),8.486736592,0.010004804290932699,0.012953125197058952,-0.002948320906126253,0.0,0.0
1216,Nauru,2019,Group C: Emerging / High-growth,GDP per Capita,9979.113603,0.8881072596650513,0.8875930067493518,0.000514252915699509,0.000514252915699509,8.892081056661583
1217,Nauru,2019,Group C: Emerging / High-growth,Imports (% of GDP),95.73273044,0.04579636376164851,0.040911846636049146,0.004884517125599362,0.004884517125599362,84.45945735553296
1218,Nauru,2019,Group C: Emerging / High-growth,Population Growth (%),0.953874732,0.013268131435377476,0.014299964003900349,-0.0010318325685228728,0.0,0.0
1219,Nauru,2020,Group C: Emerging / High-growth,Exports (% of GDP),43.63807997,0.000851509296229778,0.000874478005314829,-2.296870908505104e-05,0.0,0.0
1220,Nauru,2020,Group C: Emerging / High-growth,GDP Growth (%),1.981819494,0.01929389973529624,0.02138282119074086,-0.00208892145544462,0.0,0.0
1221,Nauru,2020,Group C: Emerging / High-growth,GDP per Capita,10127.93329,0.8831964678300396,0.8826703122672006,0.0005261555628389702,0.0005261555628389702,9.361858188806645
1222,Nauru,2020,Group C: Emerging / High-growth,Imports (% of GDP),91.5107281,0.046154448626462626,0.041293073106977364,0.0048613755194852615,0.0048613755194852615,86.49819830924422
1223,Nauru,2020,Group C: Emerging / High-growth,Population Growth (%),0.482136104,0.01264092795125929,0.012408254665736338,0.00023267328552295172,0.00023267328552295172,4.139943501949149
1224,Nauru,2021,Group C: Emerging / High-growth,Exports (% of GDP),30.79627477,0.0036469870675865925,0.0031053194815443205,0.000541667586042272,0.000541667586042272,6.602351608357631
1225,Nauru,2021,Group C: Emerging / High-growth,GDP Growth (%),7.206594666,0.0038247067747049323,0.0053361967934418214,-0.001511490018736889,0.0,0.0
1226,Nauru,2021,Group C: Emerging / High-growth,GDP per Capita,10796.61028,0.8843165841218015,0.8837977178812009,0.0005188662406006017,0.0005188662406006017,6.324427465158518
1227,Nauru,2021,Group C: Emerging / High-growth,Imports (% of GDP),79.92187047,0.024024086183693644,0.021949660907674428,0.0020744252760192157,0.0020744252760192157,25.2850371897172
1228,Nauru,2021,Group C: Emerging / High-growth,Population Growth (%),0.565263581,0.028734158760180994,0.02994187444810273,-0.001207715687921735,0.0,0.0
1229,Nauru,2021,Group C: Emerging / High-growth,Unemployment (%),5.056,0.04237427749329819,0.037305075136934096,0.005069202356364093,0.005069202356364093,61.78818373676664
1230,Nauru,2022,Group C: Emerging / High-growth,Exports (% of GDP),53.87504279,0.0034636090079399866,0.0037057104248698278,-0.00024210141692984112,0.0,0.0
1231,Nauru,2022,Group C: Emerging / High-growth,GDP Growth (%),2.951518346,0.02004309266253123,0.020534312551127504,-0.000491219888596274,0.0,0.0
1232,Nauru,2022,Group C: Emerging / High-growth,GDP per Capita,11028.62009,0.8731650746236863,0.8726047617052165,0.0005603129184698075,0.0005603129184698075,9.525859291482718
1233,Nauru,2022,Group C: Emerging / High-growth,Imports (% of GDP),113.6645269,0.030152595350304155,0.024830888586089842,0.005321706764214312,0.005321706764214312,90.47414070851728
1234,Nauru,2022,Group C: Emerging / High-growth,Population Growth (%),0.782649678,0.01024603125434257,0.011176434596381422,-0.0009304033420388519,0.0,0.0
1235,Nauru,2023,Group C: Emerging / High-growth,Exports (% of GDP),43.43133103,0.0006617500640739349,0.0008034656392421098,-0.00014171557516817496,0.0,0.0
1236,Nauru,2023,Group C: Emerging / High-growth,GDP Growth (%),0.646410335,0.0005158133182952325,0.0007254908486249062,-0.00020967753032967375,0.0,0.0
1237,Nauru,2023,Group C: Emerging / High-growth,GDP per Capita,11030.74027,0.8681725948405205,0.8674383585326378,0.0007342363078826075,0.0007342363078826075,8.666458352743135
1238,Nauru,2023,Group C: Emerging / High-growth,Imports (% of GDP),100.4618995,0.05697747467044031,0.049239549940934386,0.007737924729505921,0.007737924729505921,91.33354164725687
1239,Nauru,2023,Group C: Emerging / High-growth,Population Growth (%),0.625107628,0.053597451207192746,0.054444307387829204,-0.0008468561806364572,0.0,0.0
1240,Nauru,2024,Group B: Transitional / Mixed,Exports (% of GDP),39.47626214,0.0063045081897715165,0.009103432523696872,-0.0027989243339253556,0.0,0.0
1241,Nauru,2024,Group B: Transitional / Mixed,GDP Growth (%),1.760251622,0.033413466620142565,0.029261333387374956,0.00415213323276761,0.00415213323276761,24.72045929435274
1242,Nauru,2024,Group B: Transitional / Mixed,GDP per Capita,11157.26082,0.5066241484038584,0.5037086353974346,0.0029155130064237866,0.0029155130064237866,17.358022143575333
1243,Nauru,2024,Group B: Transitional / Mixed,Imports (% of GDP),118.7153348,0.03622949541957388,0.02650079826025835,0.009728697159315534,0.009728697159315534,57.921518562071924
1244,Nauru,2024,Group B: Transitional / Mixed,Population Growth (%),0.604485091,0.010593367028464496,0.010817958301389242,-0.00022459127292474672,0.0,0.0
1245,New Caledonia,2015,Group B: Transitional / Mixed,Exports (% of GDP),18.06916629,0.023709997275814215,0.012455860598237506,0.01125413667757671,0.01125413667757671,57.53642216332599
